Flow ID,Flow Name,Flow Message ID,Flow Message Name,Flow Message Channel,Status,Delivered,Unique Opens,Open Rate,Unique Clicks,Click Rate,Placed Order,Placed Order Rate,Revenue,Revenue per Recipient,Unsub Rate,Complaint Rate,Bounce Rate,Tags,Client ID,Client Name
XFZKvd,ABANDONED CHECKOUT (FINISHED A/B TESTING),UjBSY5,"Abandoned Checkout 6: Discount Offer Test #3 May 16, 2026 Variation B",Email,manual,0,0,0,0,0,0,0,0,0,0,0,0,,2,Live 2 Live
XFZKvd,ABANDONED CHECKOUT (FINISHED A/B TESTING),VEhkYU,Abandoned Checkout: Email 2,Email,live,5121,2011,0.3927,277,0.05409,48,0.00937,1987.63001,0.38813,0.01757,0.00137,0.13174,,2,Live 2 Live
XFZKvd,ABANDONED CHECKOUT (FINISHED A/B TESTING),XuQCfG,"Abandoned Checkout: Email 2 Test #9 May 16, 2026 Variation A",Email,manual,0,0,0,0,0,0,0,0,0,0,0,0,,2,Live 2 Live
XFZKvd,ABANDONED CHECKOUT (FINISHED A/B TESTING),TgXNC7,"Abandoned Checkout: Email 2 Test #9 May 16, 2026 Variation B",Email,manual,0,0,0,0,0,0,0,0,0,0,0,0,,2,Live 2 Live
XFZKvd,ABANDONED CHECKOUT (FINISHED A/B TESTING),Y5935E,Abandoned Email #1,Email,live,5682,3074,0.54101,491,0.08641,117,0.02059,5477.63002,0.96403,0.03977,0.00088,0.12558,,2,Live 2 Live
XFZKvd,ABANDONED CHECKOUT (FINISHED A/B TESTING),TCLQis,"Abandoned Email #1 Test #7 May 16, 2026 Variation A",Email,manual,0,0,0,0,0,0,0,0,0,0,0,0,,2,Live 2 Live
XFZKvd,ABANDONED CHECKOUT (FINISHED A/B TESTING),XdCBjq,"Abandoned Email #1 Test #7 May 16, 2026 Variation B",Email,manual,0,0,0,0,0,0,0,0,0,0,0,0,,2,Live 2 Live
XFZKvd,ABANDONED CHECKOUT (FINISHED A/B TESTING),StkqHH,Copy of Abandoned Email #1,Email,live,816,586,0.71814,140,0.17157,56,0.06863,2863.89999,3.50968,0.00613,0,0.04784,,2,Live 2 Live
XFZKvd,ABANDONED CHECKOUT (FINISHED A/B TESTING),XR8pWq,"Copy of Abandoned Email #1 Test #1 May 16, 2026 Variation A",Email,manual,0,0,0,0,0,0,0,0,0,0,0,0,,2,Live 2 Live
XFZKvd,ABANDONED CHECKOUT (FINISHED A/B TESTING),T2exGc,"Copy of Abandoned Email #1 Test #1 May 16, 2026 Variation B",Email,manual,0,0,0,0,0,0,0,0,0,0,0,0,,2,Live 2 Live
XstYtW,Browse Abandon Flow  (FINISHED A/B TESTING),RnXPr4,Abandoned Browse Series 1,Email,live,3850,1684,0.4374,99,0.02571,13,0.00338,573.4,0.14894,0.00494,0.00026,0.20438,,2,Live 2 Live
XstYtW,Browse Abandon Flow  (FINISHED A/B TESTING),TUwQEn,"Abandoned Browse Series 1 Test #5 May 16, 2026 Variation A",Email,manual,0,0,0,0,0,0,0,0,0,0,0,0,,2,Live 2 Live
XstYtW,Browse Abandon Flow  (FINISHED A/B TESTING),V5VFye,"Abandoned Browse Series 1 Test #5 May 16, 2026 Variation B",Email,manual,0,0,0,0,0,0,0,0,0,0,0,0,,2,Live 2 Live
XstYtW,Browse Abandon Flow  (FINISHED A/B TESTING),WjUNnW,Email #1 Repeat Customer: Keen on snatching this?,Email,live,3208,1580,0.49252,169,0.05268,20,0.00623,964.97001,0.3008,0.00312,0,0.03461,,2,Live 2 Live
XstYtW,Browse Abandon Flow  (FINISHED A/B TESTING),UT8EKP,"Email #1 Repeat Customer: Keen on snatching this? Test #2 May 16, 2026 Variation A",Email,manual,0,0,0,0,0,0,0,0,0,0,0,0,,2,Live 2 Live
XstYtW,Browse Abandon Flow  (FINISHED A/B TESTING),RdDDpt,"Email #1 Repeat Customer: Keen on snatching this? Test #2 May 16, 2026 Variation B",Email,manual,0,0,0,0,0,0,0,0,0,0,0,0,,2,Live 2 Live
XstYtW,Browse Abandon Flow  (FINISHED A/B TESTING),UJxbGj,Email #2 Repeat Customer: Text based Reminder. Anything we can help with?,Email,live,2907,1625,0.559,116,0.0399,24,0.00826,927.08,0.31891,0.00241,0,0.03805,,2,Live 2 Live
XstYtW,Browse Abandon Flow  (FINISHED A/B TESTING),VJduy2,Email #3 Social Proof + Incentive/discount intro,Email,live,3164,1151,0.36378,44,0.01391,4,0.00126,163.04,0.05153,0.00411,0,0.17259,,2,Live 2 Live
XstYtW,Browse Abandon Flow  (FINISHED A/B TESTING),TbsMAc,"Email #3 Social Proof + Incentive/discount intro Test #1 May 16, 2026 Variation A",Email,manual,0,0,0,0,0,0,0,0,0,0,0,0,,2,Live 2 Live
XstYtW,Browse Abandon Flow  (FINISHED A/B TESTING),SyrJXz,"Email #3 Social Proof + Incentive/discount intro Test #1 May 16, 2026 Variation B",Email,manual,0,0,0,0,0,0,0,0,0,0,0,0,,2,Live 2 Live
XstYtW,Browse Abandon Flow  (FINISHED A/B TESTING),XdiQKD,Email #4 - Text base from founder - Last chance on offer,Email,live,3334,1553,0.46581,70,0.021,6,0.0018,287.82,0.08633,0.0057,0,0.19293,,2,Live 2 Live
XstYtW,Browse Abandon Flow  (FINISHED A/B TESTING),Wpfxja,Email #4 Text-base from founder/last chance,Email,live,2997,1599,0.53353,150,0.05005,16,0.00534,642.33,0.21432,0.00901,0,0.15075,,2,Live 2 Live
VDRyyh,Full Shipping Confirmation - Standard,RrYJUG,Your order has been shipped!,Email,live,10433,6177,0.59206,1733,0.16611,39,0.00374,1454.62,0.13942,0.00134,0.00019,0.10646,,2,Live 2 Live
SChSYS,MM | Abandoned Cart,QSHKEc,SMS #1,SMS,live,3997,0,0,290,0.07255,66,0.01651,3796.92999,0.94994,0.02927,0,0,,2,Live 2 Live
WgUtQw,MM | Abandoned Checkout,Y5kmkZ,SMS #1,SMS,live,3831,0,0,263,0.06865,93,0.02428,3943.31003,1.02932,0.03419,0,0,,2,Live 2 Live
VUBsnp,MM | Browse Abandonment,RGJCJN,Browse Abandonment,SMS,live,2395,0,0,102,0.04259,23,0.0096,978.33,0.40849,0.00668,0,0,,2,Live 2 Live
SF3URr,MM | Welcome Series SMS,RiNtAY,Copy of Copy of Copy of SMS #2,SMS,live,204,0,0,4,0.01961,0,0,0,0,0.02941,0,0,,2,Live 2 Live
SF3URr,MM | Welcome Series SMS,WELn9h,Copy of Copy of SMS #2,SMS,live,2529,0,0,117,0.04626,7,0.00277,194.99,0.0771,0.02926,0,0,,2,Live 2 Live
SF3URr,MM | Welcome Series SMS,Ut4WZq,Copy of SMS #2,SMS,live,38,0,0,3,0.07895,0,0,0,0,0.07895,0,0,,2,Live 2 Live
SF3URr,MM | Welcome Series SMS,UttNmU,SMS #1,SMS,live,16994,0,0,3486,0.20513,2452,0.14429,113079.9504,6.65411,0.03148,0,0,,2,Live 2 Live
SF3URr,MM | Welcome Series SMS,TXVGE9,SMS #2,SMS,live,15881,0,0,756,0.0476,82,0.00516,3657.56001,0.23031,0.03728,0,0,,2,Live 2 Live
SF3URr,MM | Welcome Series SMS,S42SeN,SMS #3,SMS,live,11932,0,0,352,0.0295,40,0.00335,1932.45001,0.16196,0.02405,0,0,,2,Live 2 Live
SF3URr,MM | Welcome Series SMS,TQsKKh,SMS #4,SMS,live,10238,0,0,232,0.02266,24,0.00234,1199.27,0.11714,0.01905,0,0,,2,Live 2 Live
SF3URr,MM | Welcome Series SMS,UQsJnH,SMS #7,SMS,live,8493,0,0,447,0.05263,27,0.00318,1122.44001,0.13216,0.0146,0,0,,2,Live 2 Live
XRQqGm,Non-Buyer Flow,VY2ktk,Copy of Copy of Email #1,Email,draft,0,0,0,0,0,0,0,0,0,0,0,0,,2,Live 2 Live
XRQqGm,Non-Buyer Flow,XnnNEA,"Copy of Copy of Email #1 Test #1 May 17, 2026 Variation A",Email,draft,0,0,0,0,0,0,0,0,0,0,0,0,,2,Live 2 Live
XRQqGm,Non-Buyer Flow,XULAVP,"Copy of Copy of Email #1 Test #1 May 17, 2026 Variation B",Email,draft,0,0,0,0,0,0,0,0,0,0,0,0,,2,Live 2 Live
XRQqGm,Non-Buyer Flow,QQyThq,Copy of Email #1,Email,draft,11699,3119,0.2666,83,0.00709,4,0.00034,232.8,0.0199,0.00718,0.00034,0.21488,,2,Live 2 Live
XRQqGm,Non-Buyer Flow,RraRLh,"Copy of Email #1 Test #2 May 17, 2026 Variation A",Email,draft,0,0,0,0,0,0,0,0,0,0,0,0,,2,Live 2 Live
XRQqGm,Non-Buyer Flow,TKYxxZ,"Copy of Email #1 Test #2 May 17, 2026 Variation B",Email,draft,0,0,0,0,0,0,0,0,0,0,0,0,,2,Live 2 Live
XRQqGm,Non-Buyer Flow,WjzyAV,Copy of Email #3,Email,draft,0,0,0,0,0,0,0,0,0,0,0,0,,2,Live 2 Live
XRQqGm,Non-Buyer Flow,SQRxFy,Email #3,Email,draft,11958,3786,0.31661,42,0.00351,3,0.00025,125.28,0.01048,0.00452,8.00E-05,0.21324,,2,Live 2 Live
XRQqGm,Non-Buyer Flow,UnNq7v,Non-Buyer,Email,draft,11209,3496,0.31189,80,0.00714,13,0.00116,598.87999,0.05343,0.00455,0.00027,0.20857,,2,Live 2 Live
XRQqGm,Non-Buyer Flow,VN4W5d,"Non-Buyer Test #2 May 17, 2026 Variation A",Email,draft,0,0,0,0,0,0,0,0,0,0,0,0,,2,Live 2 Live
XRQqGm,Non-Buyer Flow,SKAXju,"Non-Buyer Test #2 May 17, 2026 Variation B",Email,draft,0,0,0,0,0,0,0,0,0,0,0,0,,2,Live 2 Live
SfsBdn,Post-Purchase Nurture Series,SvNARk,Copy of Copy of Post purchase series (2 or more): VIP discount,Email,live,438,182,0.41553,21,0.04795,1,0.00228,120.46,0.27502,0.00457,0,0.03097,,2,Live 2 Live
SfsBdn,Post-Purchase Nurture Series,SHVZAL,"Copy of Copy of Post purchase series (2 or more): VIP discount Test #1 May 16, 2026 Variation A",Email,manual,0,0,0,0,0,0,0,0,0,0,0,0,,2,Live 2 Live
SfsBdn,Post-Purchase Nurture Series,TTkQuC,"Copy of Copy of Post purchase series (2 or more): VIP discount Test #1 May 16, 2026 Variation B",Email,manual,0,0,0,0,0,0,0,0,0,0,0,0,,2,Live 2 Live
SfsBdn,Post-Purchase Nurture Series,UCaM7C,Copy of Post purchase series (2 or more): VIP discount,Email,live,366,160,0.43716,16,0.04372,3,0.0082,100.08,0.27344,0.00273,0,0.07342,,2,Live 2 Live
SfsBdn,Post-Purchase Nurture Series,W9LvWp,"Copy of Post purchase series (2 or more): VIP discount Test #1 May 16, 2026 Variation A",Email,manual,0,0,0,0,0,0,0,0,0,0,0,0,,2,Live 2 Live
SfsBdn,Post-Purchase Nurture Series,XjbkQf,"Copy of Post purchase series (2 or more): VIP discount Test #1 May 16, 2026 Variation B",Email,manual,0,0,0,0,0,0,0,0,0,0,0,0,,2,Live 2 Live
SfsBdn,Post-Purchase Nurture Series,W58pbg,Email #3,Email,live,4632,1865,0.40263,150,0.03238,8,0.00173,350.48,0.07566,0.00756,0.00022,0.02852,,2,Live 2 Live
SfsBdn,Post-Purchase Nurture Series,WnPwXh,"Email #3 Test #1 May 16, 2026 Variation A",Email,manual,0,0,0,0,0,0,0,0,0,0,0,0,,2,Live 2 Live
SfsBdn,Post-Purchase Nurture Series,TXnAQb,"Email #3 Test #1 May 16, 2026 Variation B",Email,manual,0,0,0,0,0,0,0,0,0,0,0,0,,2,Live 2 Live
SfsBdn,Post-Purchase Nurture Series,X7bduS,Email #7,Email,live,1310,511,0.39008,23,0.01756,4,0.00305,106.48,0.08128,0.00687,0,0.08392,,2,Live 2 Live
SfsBdn,Post-Purchase Nurture Series,VSP5m8,Email #9,Email,manual,0,0,0,0,0,0,0,0,0,0,0,0,,2,Live 2 Live
SfsBdn,Post-Purchase Nurture Series,SDhSPD,Post purchase series (2 or more): Thank you Again,Email,live,1307,649,0.49656,32,0.02448,0,0,0,0,0.00383,0,0.06776,,2,Live 2 Live
SfsBdn,Post-Purchase Nurture Series,T8fxis,"Post purchase series (2 or more): Thank you Again Test #1 May 16, 2026 Variation A",Email,manual,0,0,0,0,0,0,0,0,0,0,0,0,,2,Live 2 Live
SfsBdn,Post-Purchase Nurture Series,Vt5d6a,"Post purchase series (2 or more): Thank you Again Test #1 May 16, 2026 Variation B",Email,manual,0,0,0,0,0,0,0,0,0,0,0,0,,2,Live 2 Live
SfsBdn,Post-Purchase Nurture Series,Y5xMyS,Post purchase series (2 or more): Your opinion matters,Email,live,1145,497,0.43406,30,0.0262,7,0.00611,229.84,0.20073,0.00786,0,0.0247,,2,Live 2 Live
SfsBdn,Post-Purchase Nurture Series,TH2jK7,"Post purchase series (2 or more): Your opinion matters Test #1 May 16, 2026 Variation A",Email,manual,0,0,0,0,0,0,0,0,0,0,0,0,,2,Live 2 Live
SfsBdn,Post-Purchase Nurture Series,T5Zh8u,"Post purchase series (2 or more): Your opinion matters Test #1 May 16, 2026 Variation B",Email,manual,0,0,0,0,0,0,0,0,0,0,0,0,,2,Live 2 Live
SfsBdn,Post-Purchase Nurture Series,SNrDwX,Post-purchase series 1: thank you from the founder,Email,live,7761,3918,0.50483,316,0.04072,42,0.00541,1433.01001,0.18464,0.00618,0,0.11917,,2,Live 2 Live
SfsBdn,Post-Purchase Nurture Series,YnKySg,Post-purchase series 2: Send us your best moments,Email,live,6493,2445,0.37656,47,0.00724,11,0.00169,475.4,0.07322,0.00601,0,0.08614,,2,Live 2 Live
SfsBdn,Post-Purchase Nurture Series,RNxbPA,"Post-purchase series 2: Send us your best moments Test #1 May 16, 2026 Variation A",Email,manual,0,0,0,0,0,0,0,0,0,0,0,0,,2,Live 2 Live
SfsBdn,Post-Purchase Nurture Series,XJcCCg,"Post-purchase series 2: Send us your best moments Test #1 May 16, 2026 Variation B",Email,manual,0,0,0,0,0,0,0,0,0,0,0,0,,2,Live 2 Live
U9GchV,Post-Purchase Thank You,TPxEQe,Copy of Email #1,Email,live,2099,826,0.39352,33,0.01572,0,0,0,0,0.00238,0,0.06378,,2,Live 2 Live
U9GchV,Post-Purchase Thank You,TnQw77,"Copy of Email #1 Test #1 May 17, 2026 Variation A",Email,manual,0,0,0,0,0,0,0,0,0,0,0,0,,2,Live 2 Live
U9GchV,Post-Purchase Thank You,UyfkYX,"Copy of Email #1 Test #1 May 17, 2026 Variation B",Email,manual,0,0,0,0,0,0,0,0,0,0,0,0,,2,Live 2 Live
U9GchV,Post-Purchase Thank You,UzrJ5f,Email #1,Email,live,7735,3967,0.51286,176,0.02275,7,0.0009,252.13,0.0326,0.00349,0,0.12182,,2,Live 2 Live
U9GchV,Post-Purchase Thank You,Xt3AL8,"Email #1 Test #1 March 24, 2026 Variation A",Email,live,0,0,0,0,0,0,0,0,0,0,0,0,,2,Live 2 Live
U9GchV,Post-Purchase Thank You,V3AED2,"Email #1 Test #1 March 24, 2026 Variation B",Email,live,0,0,0,0,0,0,0,0,0,0,0,0,,2,Live 2 Live
U9GchV,Post-Purchase Thank You,YzaNwv,Email #3,Email,draft,0,0,0,0,0,0,0,0,0,0,0,0,,2,Live 2 Live
U9GchV,Post-Purchase Thank You,TJgWgh,Email #4,Email,draft,0,0,0,0,0,0,0,0,0,0,0,0,,2,Live 2 Live
YzEFgj,Site Abandon Flow (FINISHED A/B TESTING),TmMCWM,Email #1 (Repeat),Email,live,2381,1213,0.50945,81,0.03402,7,0.00294,308.46,0.12955,0.00672,0,0.03564,,2,Live 2 Live
YzEFgj,Site Abandon Flow (FINISHED A/B TESTING),VrhEvF,"Email #1 (Repeat) Test #2 May 17, 2026 Variation A",Email,manual,0,0,0,0,0,0,0,0,0,0,0,0,,2,Live 2 Live
YzEFgj,Site Abandon Flow (FINISHED A/B TESTING),Ubfzgr,"Email #1 (Repeat) Test #2 May 17, 2026 Variation B",Email,manual,0,0,0,0,0,0,0,0,0,0,0,0,,2,Live 2 Live
YzEFgj,Site Abandon Flow (FINISHED A/B TESTING),TiN3dk,Email #1 First-time visitor,Email,live,12428,5173,0.41624,378,0.03042,37,0.00298,1545.8,0.12438,0.01585,0.0004,0.13,,2,Live 2 Live
YzEFgj,Site Abandon Flow (FINISHED A/B TESTING),SgLFip,"Email #1 First-time visitor Test #3 May 17, 2026 Variation A",Email,manual,0,0,0,0,0,0,0,0,0,0,0,0,,2,Live 2 Live
YzEFgj,Site Abandon Flow (FINISHED A/B TESTING),RDKCFL,"Email #1 First-time visitor Test #3 May 17, 2026 Variation B",Email,manual,0,0,0,0,0,0,0,0,0,0,0,0,,2,Live 2 Live
YzEFgj,Site Abandon Flow (FINISHED A/B TESTING),YAXJJn,Email #2 (Repeat),Email,live,1924,1045,0.54314,31,0.01611,4,0.00208,224.39,0.11663,0.00416,0,0.03752,,2,Live 2 Live
YzEFgj,Site Abandon Flow (FINISHED A/B TESTING),XaUTLi,Email #2 First-time visitor (US vs. THEM),Email,live,10702,4240,0.39619,185,0.01729,23,0.00215,925.88,0.08651,0.01476,0.00028,0.13714,,2,Live 2 Live
YzEFgj,Site Abandon Flow (FINISHED A/B TESTING),Rzedbv,Email #3 First-time visitor,Email,live,9953,3665,0.36823,168,0.01688,23,0.00231,852.68,0.08567,0.01145,0.0009,0.14169,,2,Live 2 Live
RKLUhi,Sunset flow,QY6B2f,Sunset Flow,Email,live,12013,1293,0.10763,113,0.00941,15,0.00125,556.28,0.04631,0.0045,0.00017,0.09513,,2,Live 2 Live
RKLUhi,Sunset flow,TwVgzC,"Sunset Flow Test #2 May 17, 2026 Variation A",Email,manual,0,0,0,0,0,0,0,0,0,0,0,0,,2,Live 2 Live
RKLUhi,Sunset flow,R7uksw,"Sunset Flow Test #2 May 17, 2026 Variation B",Email,manual,0,0,0,0,0,0,0,0,0,0,0,0,,2,Live 2 Live
TsWraN,Upsell - Hoodie,XhwwQD,Copy of Post purchase (UPSELL) - Hoodie 2,Email,live,2614,1406,0.53787,61,0.02334,3,0.00115,156.39,0.05983,0.00995,0,0.08409,,2,Live 2 Live
TsWraN,Upsell - Hoodie,XAePFN,"Copy of Post purchase (UPSELL) - Hoodie 2 Test #2 May 17, 2026 Variation A",Email,manual,0,0,0,0,0,0,0,0,0,0,0,0,,2,Live 2 Live
TsWraN,Upsell - Hoodie,SKkXrA,"Copy of Post purchase (UPSELL) - Hoodie 2 Test #2 May 17, 2026 Variation B",Email,manual,0,0,0,0,0,0,0,0,0,0,0,0,,2,Live 2 Live
TsWraN,Upsell - Hoodie,SAzbkA,My Gift for You..I appreciate you so much,Email,live,2512,1131,0.45024,80,0.03185,2,0.0008,82.58,0.03287,0.00318,0,0.08588,,2,Live 2 Live
TsWraN,Upsell - Hoodie,WhHef9,"My Gift for You..I appreciate you so much Test #2 May 17, 2026 Variation A",Email,manual,0,0,0,0,0,0,0,0,0,0,0,0,,2,Live 2 Live
TsWraN,Upsell - Hoodie,VEGbCw,"My Gift for You..I appreciate you so much Test #2 May 17, 2026 Variation B",Email,manual,0,0,0,0,0,0,0,0,0,0,0,0,,2,Live 2 Live
TsWraN,Upsell - Hoodie,VfniFh,Post purchase (UPSELL) - Hoodie,Email,live,2939,1740,0.59204,156,0.05308,23,0.00783,600.91,0.20446,0.00442,0.00034,0.08242,,2,Live 2 Live
TsWraN,Upsell - Hoodie,SpDrXi,"Post purchase (UPSELL) - Hoodie Test #2 May 17, 2026 Variation A",Email,manual,0,0,0,0,0,0,0,0,0,0,0,0,,2,Live 2 Live
TsWraN,Upsell - Hoodie,Sj2bBU,"Post purchase (UPSELL) - Hoodie Test #2 May 17, 2026 Variation B",Email,manual,0,0,0,0,0,0,0,0,0,0,0,0,,2,Live 2 Live
SEHMir,Upsell - Mental Health Matters,RkrVtA,Copy of Copy of Email #3,Email,live,6827,3585,0.52512,148,0.02168,8,0.00117,312.34,0.04575,0.01069,0.00015,0.12463,,2,Live 2 Live
SEHMir,Upsell - Mental Health Matters,XqYpdf,Email #1,Email,live,7975,4377,0.54884,233,0.02922,20,0.00251,946.32,0.11866,0.01317,0.00025,0.11634,,2,Live 2 Live
SEHMir,Upsell - Mental Health Matters,SN6twT,"Email #1 Test #1 May 17, 2026 Variation A",Email,manual,0,0,0,0,0,0,0,0,0,0,0,0,,2,Live 2 Live
SEHMir,Upsell - Mental Health Matters,SHtdbv,"Email #1 Test #1 May 17, 2026 Variation B",Email,manual,0,0,0,0,0,0,0,0,0,0,0,0,,2,Live 2 Live
SEHMir,Upsell - Mental Health Matters,YApe77,T-shirt last sale,Email,live,7551,3678,0.48709,142,0.01881,5,0.00066,184.64,0.02445,0.00702,0.00026,0.11756,,2,Live 2 Live
SEHMir,Upsell - Mental Health Matters,WMp29X,"T-shirt last sale Test #1 May 17, 2026 Variation A",Email,manual,0,0,0,0,0,0,0,0,0,0,0,0,,2,Live 2 Live
SEHMir,Upsell - Mental Health Matters,WamXxk,"T-shirt last sale Test #1 May 17, 2026 Variation B",Email,manual,0,0,0,0,0,0,0,0,0,0,0,0,,2,Live 2 Live
YeL3A6,Upsell - T-shirt,SfRdyD,Copy of Copy of Email #3,Email,live,0,0,0,0,0,0,0,0,0,0,0,0,,2,Live 2 Live
YeL3A6,Upsell - T-shirt,XjznqA,Copy of Email #1,Email,live,67,34,0.50746,1,0.01493,0,0,0,0,0,0,0.10667,,2,Live 2 Live
YeL3A6,Upsell - T-shirt,VvAH9F,Copy of Email #3,Email,live,212,122,0.57547,6,0.0283,0,0,0,0,0,0,0.04933,,2,Live 2 Live
YeL3A6,Upsell - T-shirt,Uyk27W,Email #1,Email,live,6256,3002,0.47986,446,0.07129,76,0.01215,1667.45,0.26654,0.00799,0.00016,0.13268,,2,Live 2 Live
